Cobra,,,"homeonline:AB459331-CFC8-4A49-A51E-051F735A66E7
pernambuco:894E4735-1A45-4D3C-BB27-036CFA82E7F7
prbth:15830BFF-2C63-42F3-8080-FD3A9147A3E0",,,"Link
Pikachu
Samus"
Cold,,,"sucepr:2E73FFE6-28FE-4073-8656-7ED346CC389C
prbth:58F08B63-CB68-4560-A839-4E7DD45FA18E",,,"Link
Palutena"
Cone,,,ssbudf:8C9C0902-A8E2-458F-ADAB-9813E18B06FA,,,Bowser
conker,,,"smashmanaus:63DFEC9E-17C4-480D-B822-6FFD8EC73F96
prbth:B42027CE-28CE-4196-8B45-71E96C559038",,https://twitter.com/adrianoconker,"Link
Palutena"
Conraderas,,,"smashrs2020:92741C6B-D3D7-4677-A3AC-5504FA6EEAD2
prbth:86BEB550-6342-4297-83AC-F9AE8D23FFCB",,,"Byleth
Hero
Link
Pikachu"
Considera,TwS,RJ,"smashrj:1D4833EC-ED06-4E36-AB12-FA9E7FA4CA54
prbth:3CCF5F00-577A-4DA9-9DB6-592B596F4E3C
homeonline:3B305B36-1CF5-4D76-8697-A7BB3D7C37B5",Fellipe Considera,https://twitter.com/ReiConsidera,"Pokemon Trainer
Wolf
Diddy Kong"
Cooki,,,homeonline:B873B62A-A3F0-4594-9D3E-E26A342B31C3,,,
Cooks,,,"teamdashsp:40530421-FBF2-414C-962D-8F05463C191A
prbth:F15CCF52-DB5C-42F7-ABEA-5E4ABCC492B6",,,
COOKs,,,homeonline:343395AC-FF77-40C1-AA96-AC046F4402D0,,,
CPS | @@@@@,,SP,"homeonline:0610FB10-78F0-4E8A-B754-5D723534D54C
prbth:E4A5A787-1EE2-44F4-B234-B9B10CED30A7",,,
CPS | CELO,,,homeonline:6496EA20-D3C4-4D04-AE67-7432C7AB987F,,,
CPS | Holy,,SP,homeonline:539EBA92-AE0A-4A05-9073-A5E4D48EDC72,,,
CPS | Lv.100,,,homeonline:2E584937-F7FE-4AC1-9959-B56C4562A45D,,,
CPS | matt,,,homeonline:831FB6F7-4D76-4517-B29B-316E42FF1561,,,
CPS | Stormbringer,,,homeonline:8CEF3DCA-2287-4EF3-A9BE-A56B2C69B038,,,
CPS | Thelo,,SP,homeonline:3D033633-7CEF-4A6C-886A-CD83FC633880,,,
CPS | Théo!,,SP,,,,
CR | Larc,,,homeonline:695F984C-8348-4F12-ABCF-5C854B912B4A,,,
Crédito,,,homeonline:1E18FE72-5C88-4791-BDD5-7E6A8102D109,,,
CREMOSO,,,teamdashsp:609C1824-188E-414A-A71C-8EF75F29924B,,,
CreScEnt,,,,,,"Pokemon Trainer
Wario
Mario"
Cronos,,,"ssbudf:AF9BCD0C-1797-44E7-87BE-485DE3FA386E
prbth:974A3520-B53B-4FD2-B7CE-6CD3D61515E1",,,Ike
CRS | korinboy,,,homeonline:B83FE4AE-FFA9-4D8D-9E47-B6BD9B33F0C7,,,
Crush,,,pernambuco:4067FB69-3E3B-44E0-9716-51D76122701D,,,
Cube | marcior,,,homeonline:D47282A8-B563-44BF-AAE6-2C072D9F34CF,,,
Cyber Twilight,,,,,,Rob
CyC | AquinoAK,,,smashmanaus:D9FAAFA6-1D81-4FDF-8124-0767FA049954,,https://twitter.com/AquinoAK0,"Samus
Wolf"
CyC | Dom,,,"smashmanaus:766F8317-1425-4B6A-B684-0FDCB3B45756
prbth:1017F2EF-FD7F-4DEA-821B-C18017AFFD34",,,"Mario
Snake"
CyC | Ermond,,,smashmanaus:BCC9FA22-C8DA-4CB1-8AEA-85B20A6A4A4F,,https://twitter.com/Ermond_Viana,"Joker
Roy"
CyC | Guzma_Sonoda,,,"smashmanaus:85B06E4A-9211-4287-BD24-C032F5B0D903
prbth:DF0449EB-A869-4626-B124-7C88EC3EB1EB",,https://twitter.com/Guzma_Sonoda,"Byleth
Chrom"
CyC | Linhares,,,homeonline:F0B68659-7F9E-47DF-B359-136A9466D14D,,,
CyC | Mint,,,homeonline:22B48A07-4824-47C4-A8F3-0CE31BC671DD,,,
CyC | Ppnb,,,smashmanaus:B4438D8B-C26C-4A75-B2CB-03F33D1052FE,,https://twitter.com/pkiller_lol,Inkling
CyC | Rudy,,,smashmanaus:88486838-1963-4F5C-AD33-1DBECF43CC8A,,,"Little Mac
Terry"
D | Bludeni,,,homeonline:389F1858-7566-49ED-BEA5-879FED99E573,,,
d0pe,VC,MG,"homeonline:4AA8EE88-5BA5-4F35-A4A0-FBC96CB62DC9
liga_ultra_arcade_s1:F009E38B-8B08-4BF1-800D-3C75150728C0
prbth:0055FF0E-7A1D-4695-A777-ED57B1D48828",Marcelo Prates,https://twitter.com/d0perrr,Pac Man
DaftMind,,,"homeonline:E8041C14-6E86-4780-8978-98597904A569
prbth:F5F3845F-7649-4445-9846-F55788196BBB",,,
Dan,,,"smashbelem:CBA4A0A9-7CB4-4B96-B2E6-EEA537725FEC
prbth:567CD8A5-43FE-402D-926F-6E9B3C3E9CD2",,,Ganondorf
Danadan,FSN,PE,"homeonline:E6FC4BE1-95FB-44D2-9261-6AA7D3212A01
pernambuco:ACE644D1-E648-497C-BBE0-FCAB186F69F5
prbth:5B03E892-CB86-4215-8AD4-9F6425771BF7",Daniel Negreiros Araujo,https://twitter.com/dannegreiros,"Inkling
Lucina
Palutena
Pikachu
Sonic
Bayonetta"
Danchlax,OwO,,"tryhardcwb:3FCEA0FF-33D0-4B84-9A29-A8A3D388F543
prbth:2B5CD219-9345-4B94-BA67-1F354B5292C4",,,Inkling
DANIBOY,,MS,"ligamscg:30BCCE24-0BF8-4B35-B76F-FDAE0CBDBCED
prbth:9E1C2154-EC62-4D41-8329-9778D2066778",,https://twitter.com/farjados,"Banjo-Kazooie
Luigi
Pichu"
DaniBoy,,,pernambuco:D49611C8-6BC8-40F2-B574-AAA2549163F9,,,Ridley
Daniellevy22,,,,,https://twitter.com/DanielLevy22,Banjo-Kazooie
DANKID,,,ssbudf:E894B792-9F9E-4DC4-B34C-E7AC118A1EE3,,,"Lucas
Ness"
DanMaster,,,ssbudf:605A8508-0191-448C-A17C-24078D2E6C7E,,,Lucas
Dannckles,SOL,PR,"homeonline:61EF887B-9652-4C39-AD30-7CEE4C1D3E37
tryhardlondrina:73EE946E-CDD5-4A64-9A43-A2028ABE3EC4
prbth:482C8C69-FAD4-4E6B-BF48-A0243CC1876C
homeonline:61F5ED65-A2CA-4269-8D72-5F606BED79BC",,https://twitter.com/pickepanncake,Wii Fit Trainer
Danny,,,ssbudf:1319E931-210A-483D-A3C2-9CEC7BAA22B3,,,Meta Knight
DanRiser,,,ssbudf:8CB05102-6FD7-4DD8-8372-30CE725DA875,,,Lucas
Dario,,,homeonline:768373B5-CFAC-4335-ABA5-9F8DA0AE03F0,,,
Dark Xedar,,BA,"ssbuse:0127070D-4311-4FAE-9CBB-14DD410BB3AA
prbth:E1B60A93-A38E-452C-980A-69F19D0820ED",,https://twitter.com/DarkXedar,"Sheik
Zero Suit Samus
Lucina"
Darkokkk,,,homeonline:060FA166-F238-4D64-A3E3-DD47D4E90757,,,
Darshell,,PR,"homeonline:FCD6493F-6E37-4F08-A7E3-328C30F8E260
tryhardcwb:B29A3678-910D-4366-83A0-9B53D04921A7
prbth:89DD5B3A-635B-4532-9CBA-64F2CB2A85B8",,https://twitter.com/_BrunoBRS,"Richter
Marth"
Darth,,,"pernambuco:849AE21A-4B75-4E5D-AEC2-9475326B20F1
prbth:7C5885D1-0D9D-4B9B-9899-FAD80DC7699C",,,"Mr Game And Watch
Piranha Plant
King K Rool
Simon"
dats,,,teamdashsp:E65BEE36-D219-4E23-AFC1-04674E9AA2BC,,,
Davi,,,"pernambuco:9F3407DB-C89F-4AA4-A61D-A42DA0595675
tryhardlondrina:5F599212-BEF8-447C-8FC5-D225956679CD
prbth:7CF83DD2-17F9-44A0-B024-4E71972E836C",,,
Daydreamer,,,sucepr:463F06FA-FC35-4A38-8761-33AA9DF9E977,,,
dead_ish,,,"liga_ultra_arcade_s1:5ED7471C-075C-43C7-BFB8-4D55A8A31BDD
prbth:418C0A0D-3920-4E30-8519-A4A35A5AB96D",Jefferson Bicalho,https://twitter.com/dead_ish,Cloud
dede,DASH,SP,teamdashsp:011F98DD-BD0C-490A-ADC4-BFD4D944F898,Anderson Minoru Ogura,https://twitter.com/dede_495,Rob
Deishuu,,,"smashrs2020:EE201CBA-2F04-4EB8-AE5B-85C651A562BF
prbth:F393AEFB-262C-4252-8BC8-CCAD79AA3568",,,
Delabari,,,"smashrs2020:BD3EDA9D-3F47-4E29-9DC3-C56671E06F79
prbth:7B4ACE25-A298-47FD-9151-78A3C0545776",,,Jigglypuff
Delong,,,homeonline:D63AB5BE-90AA-49C2-9B62-12047EA15AF6,,,
DelPlays,,,pernambuco:1FB5E05F-B065-49DA-AD4C-78AF59A577CB,,,
Delta,,,ssbudf:261EACBF-80DB-4B9A-B91E-FD5FDD0677E0,,,Yoshi
Detz,,,,,https://twitter.com/Detzfl,Mii Gunner
deusramon,,,homeonline:F2A486B0-3FB1-42B1-B264-9ADC22404D52,,,
Diego,,,homeonline:D054EFFF-7541-465F-BF8E-F7928416F03D,,,
Dilo,,,homeonline:683B1142-6962-4816-8A55-DFE8FCD1913A,,,
Dimitri,,,"homeonline:B56C667F-E645-4F67-9290-98EFA4CDA683
teamdashsp:FB2CAB6D-4CBC-4F15-98C3-B5D273F89872
prbth:B00C9543-82BC-43AD-92C8-8C7C21666EDE",,,
Discord,WasF,PR,"homeonline:8E650527-DCB7-46B3-8FC7-131FA94AF155
tryhardcwb:91307453-1C2D-4462-8027-E290F007DE74
prbth:0D7C18B6-0DE7-44EE-8727-3EEC52C36E9F",,https://twitter.com/Discord_Ssb,"Incineroar
Mii Gunner"
DLB | Bakugan,,,homeonline:B946D305-A28E-4C25-BB81-36D6969FA563,,,
DLB | Mike,,,homeonline:74359AEB-78D1-4129-82E0-36C9BFACF242,,,
Doc Marion,,,"homeonline:E282BF4E-E422-4B0E-9C9E-7507BA1196C4
teamdashsp:B178058E-AF0C-4427-A493-50035854B221
prbth:B6A0DBC1-08C2-46C2-8AD3-0BEBECB06CAF",,,"Little Mac
Mario"
Dodõ,,,homeonline:8CDD4F5A-C52F-46E4-A0E4-6AD556F5625B,,,
Dodora,,,homeonline:99B4DA42-D1DC-4096-90C3-18BB0C67B41A,,,
doggo,OwO,,homeonline:2D30FA63-513B-4794-B2CD-058282ECDA7F,,,
Doke,,,"pernambuco:A893FBCF-23A4-49C4-A4B9-E98CE296642E
prbth:3A8737F5-2F4C-41DD-BE66-1212DAB9D884",,https://twitter.com/dokebu,"Joker
Kirby"
dokebu,,,homeonline:F8E97B01-9526-4898-8FFA-47861F729754,,,
Dola,,MG,"liga_ultra_arcade_s1:DB346D36-A84B-4F29-8ED0-C310FAAFD710
prbth:E08C447F-3B71-4609-AA12-1F94313F0AD8",Beatriz Hikaru,https://twitter.com/HikaruBeatriz,Robin
Dom,,,homeonline:4D69497B-9860-486C-B930-16572CAC3922,,,
Don,,,homeonline:4AA7AD18-FC18-45DB-BA07-511D9D422EE7,,,
Don Kane,,,pernambuco:497A4CE2-71F1-4AD8-BCCC-6A54A53602B1,,,Link
Dope,,,ssbudf:7DEF91D1-072E-4747-998C-E033182B1A97,,,Joker
Doragoonn,,,tryhardlondrina:A75BED44-FA5D-4146-9C0C-63880242CE05,,,
Dottori,,,"homeonline:8A0EE453-3185-4603-8D87-B0945E38C29C
prbth:3AB6AE58-2FD9-4BE7-B518-1D5CB7092927",,,
Double,,,"tryhardlondrina:4736ED2E-23D4-412B-867E-4A3A15B63934
prbth:E838F453-DB99-4606-ABC3-BC524F428C9E",,,Joker
Dr. Lemos,,,"homeonline:18D20CE8-DA9A-4BA4-9B4E-0162D21A4D20
prbth:889DD912-61D4-4112-B6D1-22877DABA79D",,,
Drey,,,homeonline:C0595DB4-B42D-464F-92C3-41DAA0584482,,,
Drezus,,,homeonline:F42FABAD-A428-4E36-9932-667A30BF5D76,,https://twitter.com/AndreDrezus,Banjo-Kazooie
Dry Bones,"SF
OwO",,homeonline:E3AED270-F5CE-4C55-AEA0-D084D6615A1A,,,
DSK,,,"smashrj:0901146E-3B22-4108-8644-8503290BEAFE
prbth:440611D7-E5B6-4A20-9238-4BA6B0730E0C",,,Corrin
DT|Darklord420,,,homeonline:6D6E262D-7999-4310-995A-0689D5DBB39B,,,
Dudi,,,pernambuco:F400D963-1582-460F-A958-49F7DCC80682,,,
Dukas,,,"homeonline:ECE6C404-4E40-43C3-BF0C-C35907B9642A
pernambuco:723D93EC-C421-4216-92A0-AC3BEA05F8C8
prbth:FC3466E7-F526-4F3F-80DA-68EB485DA4D3",,,"Yoshi
Young Link"
Dukas | Figuliras,,,"homeonline:ECE6C404-4E40-43C3-BF0C-C35907B9642A
prbth:FC3466E7-F526-4F3F-80DA-68EB485DA4D3",,,
Dumas,,,"teamdashsp:A7E237F9-479D-4BD4-8EEB-EC6B011963AA
prbth:04025E71-8AA0-4061-B5B8-ED5E05AB75BC",,,Bowser
dusk,,,"homeonline:636BC374-AF85-48CD-A775-043908760A7E
smashrs2020:12EE6C92-C556-49BA-BDD8-57C9AFECFD2F
prbth:0FE790CF-0517-4FE3-9504-A56DA8DE82BA",,,"Greninja
Richter"
Dust,,PR,"tryhardlondrina:2F4BAD48-7C6C-4346-8049-2B12BAD8B95B
prbth:81ABA2F9-708E-4BC4-AE0C-677CEE4639FC",,,Wolf
Dvd,,MS,"ligamscg:C953E875-1133-4E9F-93C9-9A7FB52FF4C0
prbth:13554F8B-FFB6-47E3-93EB-AA636A3970AF",,,Incineroar
Dyhaka,,,homeonline:450CD0B2-F755-4BCA-8734-12BF682FB64B,,,
Dypherius,TwS,,"smashrj:06EE9C55-FF40-4A73-A03D-B83D05E42D80
prbth:97A9B41C-1DEA-4C72-AD05-E04F8DDC96D0",,,"Link
Lucas
Kirby"
E,,,"homeonline:3D96A4B8-A414-402A-922A-05E819455C63
prbth:5EFD44A9-27BB-42FA-A8C5-7F4F85938B58",,,
Ed,,,"homeonline:1587FAE0-E2BE-452F-B742-093A31878BD3
teamdashsp:2A79B1C0-8E12-4487-A615-CED1D57869EE",Edgar Santos L. Silva,https://twitter.com/The_EdSilva,"Incineroar
Joker"
Edmundo,,,"pernambuco:D6E7524D-FBB8-4858-A4B1-874C4F1E4251
prbth:1F152D41-9E05-4D4E-BFA0-C6CAC59E0672",,,
Eduardo,,,"ssbudf:62990733-C7E7-466B-BE8B-7F903473476A
tryhardlondrina:D02E1E17-108D-49E9-AF9A-542C7215099D",,,
Eidolon,SF,SP,"homeonline:4FF0ECBB-8FDB-4A16-A22E-34B163CF3074
prbth:BE37C10F-240B-40D6-93CB-5E884BEC2EE2",,twitter.com/SFEidolon,Bowser
EleMesmo | Bahia,,,homeonline:B8D2D5D1-0D31-4AB4-9BC8-A358AE98E1EB,,,
Elias,,,,,,Zero Suit Samus
EMGO | JaMaLL,,,homeonline:25E53368-1495-4C6B-8D58-A2040D5B5E37,,,
Emmanos,,PR,pernambuco:81A1BD34-5363-452C-90B0-27F4E80E3D36,,,"Mario
Rosalina And Luma"
EmmanozX,,,homeonline:62998460-C9AD-4622-93D7-061BE733B83E,,,
Emp,,DF,"homeonline:10E6DA1A-A863-4291-8BE1-2C327DE2B2B8
ssbudf:3410F4AE-67FB-49FD-A949-035A83EB735F
prbth:478842D1-E401-4A81-9FA8-B2E6A8415B85",Fábio Farina,https://twitter.com/emp_ssb,"Joker
Chrom
Dark Pit
Wolf"
EnexS02,,,"sucepr:411CB14C-AE1F-4CEB-8017-7E42421DFEF2
prbth:37E84328-E8F1-44D2-85E8-3941627F4969",,,Pokemon Trainer
Enrico Resende,,,ssbudf:25C525BF-40DA-426D-95CD-59F7585E1C5C,,,
Enzo,,,"tryhardlondrina:EFB84789-9889-4F39-BF77-A1A877FB978C
prbth:8EDBA1DE-AED0-4B4E-B6C8-C696732FDC84",,,
EnzoGulity,,,homeonline:A8E2741B-CED4-48A0-8DE4-25FDF8E8F264,,,
EpicNando23,,,homeonline:C0BFCCA2-90C6-475A-923D-7CFCE557FBD9,,,
Ermond,,,"homeonline:D30E63D0-60A1-41F8-81B5-9FCD03F764AE
prbth:42FC94B5-2524-4F1E-89D3-C5FF8440B84D",,https://twitter.com/Ermond_Viana,"Joker
Roy"
Erunno,,,"smashrs2020:20EA4CA3-45F5-4D2E-B46C-65882FB81E63
prbth:38F713E6-7605-420E-B861-3353DA4194CE",,,"Shulk
Terry
Zelda"
Esculacho | B0ST4,,,homeonline:BC2DC782-DA6B-46ED-B342-1BF13EBABA6D,,,
ESR | Doommakerguy,,,homeonline:169F5C66-782B-458E-80DE-ADEAF5A8C149,,,
EUA RT | BUBBLE99808,,,homeonline:8AA8E2F8-A394-417A-8F2C-E104E53A5C3E,,,
Eurormar,,,"pernambuco:8897E962-CF4B-4CED-8457-1459ADBDDC85
prbth:6F8FE6FD-804A-4D67-ADD6-D6F32AB38600",,,
ev2 | Téo sem H,,,homeonline:13D0DFC2-1170-4DAB-B894-7BDD7D8A6BDD,,,
Faalcon,,,"smashrs2020:A5546805-A622-40DC-931F-3A01E076B4AB
prbth:2A5E3EF1-BDBB-4E9A-858A-16C624EDCF86",,,
Fabbris,,,homeonline:AC07E053-80F0-4DD7-9229-A1F20DA49EF9,,,
FantaSlime,,,teamdashsp:331EE4E2-D46C-478D-874B-9585AF3CFDA9,,,
Faris,,,homeonline:D21AA7BD-D78D-4CF3-A43B-B99A7201E210,,,
Fe-dex,,,"ssbudf:146FF6E9-051E-4EBD-8126-CD09013847CB
prbth:01325AC8-DC92-466F-A708-98AFF0F87553",,,"Duck Hunt
Ganondorf"
FelipeO,,,pernambuco:91F66083-8025-4671-B900-06558FED9B8D,,,
Felix,,PE,"pernambuco:5996BBF5-EF56-4BD9-ACE6-906F67B5651A
prbth:C91B7ABE-3C04-4968-B9EF-43B5DC073681",,https://twitter.com/Felix_SSB,"Ike
Little Mac
Ness"
Femto,,,homeonline:39897BE0-12BF-4FE0-A0AA-C242734D84EF,,,
Fenrir,,,homeonline:C907D95A-E0A7-4080-BFBF-4E4175AA0706,,,
Fepower,,,homeonline:717E3FB0-EBAE-4E20-961A-A948BF2422BC,,,
Feraligatr,TSL,PA,homeonline:7A249622-2D20-4577-BF41-9BC45C205E58,,,"King K Rool
Mega Man"
Ferps,,GO,homeonline:A8EC5A6E-75D1-4807-B77C-E9DE79EB2D65,,,Terry
Ferri,,,"tryhardlondrina:9957BBCF-B6DC-4653-BFC6-7244AFBC7CC1
prbth:3BD80D5F-AF61-4568-8ACF-08CBCA2E2B77",,,
Fexta!,,,"smashrj:6B87B4B9-4823-4F16-B421-43B40B246F57
prbth:DFD7C042-E037-4E12-A7DF-A3D3EFAB6023",,,Inkling
FF,,PR,"tryhardcwb:76E58241-A1A7-4BC1-8F52-D34BD3C7A2F1
prbth:5883B457-E0E3-48FF-81F0-8AAC0924D259",Felipe Fabricio,https://twitter.com/FelipeFFF25,"Banjo-Kazooie
Bowser
Ganondorf
Hero
Ice Climbers
Mii Gunner
Robin
Samus
Zelda
Byleth
Ridley
Rob
Mii Swordfighter
Mii Brawler"
FF,SF,,homeonline:84314CEC-9CD5-4210-88EC-9C90613A2CB7,,,
FFran 2247,,,homeonline:1E00283A-D12E-4F50-89EB-218EE1D59D6B,,,
Fialhitos,,,homeonline:44DD6DB3-13CD-4DC0-9C6F-71E788049D1A,,,
FierceD,,MS,"ligamscg:BF11C8F2-7302-4A1C-B7AE-4D98F9578B7A
prbth:06BAA762-8EC8-45C3-BAA6-E7D3E8D07CBE",,https://twitter.com/Nyarlatotepp,Samus
Filipe,,,pernambuco:2E0C4714-09E7-4C59-8344-7F9AF4A4D723,,,
Filmeamae,,,pernambuco:3BFA1BE3-D8FA-49C0-8B32-693E7316BDBD,,,
Fireball,,,"smashbelem:80CE4B26-6475-44BC-BEED-993348A5E20F
prbth:0782E4BF-1EF0-4624-B685-A4BEB09617A0",,,Robin
FireZyn,,,homeonline:1ADF7398-57BA-474A-8F36-9A60AD756265,,,
Fiz,,,"pernambuco:D44BED72-C33C-449E-8278-5466965AF981
prbth:4A5E0998-6D49-4CFB-8C9B-0831505AB302",,,
Fl0wey57,,,sucepr:D1678027-BF8F-4800-9D27-9F7E81FF69D1,,,"Incineroar
Piranha Plant"
Flad,,,,,,Lucario
Fladervy,,,homeonline:C66B54DD-8066-447B-8BB9-50D0E40D45B8,,,
FLAMENGO | MiniVegeta,,,homeonline:D18F4ADA-AFEA-4E69-979F-F830ED4D25D0,,,
Flames,,,homeonline:45C0F3BF-F708-4C57-8BB8-E2D65BDAC0C3,,,
Flautista,,,homeonline:EAE7943A-B02D-4554-B2DD-FD6638422873,,,
Flavinha E-Girl,,,homeonline:AEBAACB4-9F11-484F-B507-95352DCE6AC1,,,
Flavio Jr. | Flavio007,,,homeonline:2A435559-B882-4E57-8F48-4A16C435C16F,,,
Flavio007,,,homeonline:7C1FB527-9FB2-4D85-B05F-9A7DC0149BCE,,,
Flechinha | Aleh Padilha,,,homeonline:93967379-B789-4074-9743-73D3AB43C13A,,,
Flechinha | Danloro,,MS,homeonline:56C01995-1853-4ED1-9890-2DDA74B86D2A,,,
Flechinha | Dvd,,MS,homeonline:9506FDE2-8948-4B5D-B89F-B2676B742C97,,,
Flechinha | Signas,,,homeonline:4152D727-DEEF-43CE-9820-803C19D16F9F,,,
Floko,,RJ,"homeonline:C36C9F36-7BFF-4EAF-B18E-79A2390A5FD7
smashrj:9CC40E69-984A-4EFD-A3A5-3DA9852DA37A",,,Daisy
Floral Fury,,,homeonline:72360C48-DCDF-475E-96E1-CE11415F130B,,,
FodaGames | Migueloteiro,,,homeonline:0C67F93D-9A17-4D0C-824E-2C163D836C92,,,
Fofão,,,ssbudf:0D690C05-4AE5-4520-8DAF-DCC227E7BF5C,,,Sonic
ForCE | ACrush14,,,"homeonline:4161D0FF-A6CD-4240-BE9A-C3589DE873B6
sucepr:03A48EE6-E16A-41FD-83B2-AD4A6764FD20
prbth:DDCB0A25-2B9F-4966-9FBC-56C3CEF89FCF",,https://twitter.com/AndersonCrush14,"Ness
Inkling"
ForCE | Detz,,CE,"homeonline:1582306D-4198-4B7E-AC86-8B390CA3CC27
sucepr:2EC4618F-8A34-48F0-9BB2-93019808B712",,,"Mii Gunner
Pokemon Trainer"
ForCE | Mr. Leo,,CE,pernambuco:CE9A7FC3-3BED-4BD3-8DAC-AD2C95BB2480,,,"Donkey Kong
Luigi"
ForCE | Nix,,,"pernambuco:603CA5EB-C840-48A5-9F2A-FE7E72448C6E
sucepr:477FF6FA-AA83-4D83-9723-83C7A0F28C1F
prbth:9E486D53-2B2E-4621-8450-34D239FEAAB0",,https://twitter.com/william_saneto,"Palutena
Zelda"
ForCE | ramzaq,,,"homeonline:8571238B-ADF5-4182-8D0F-307FC0FC6678
sucepr:53D9BEB9-2787-485E-A9C9-F2A169595D26
prbth:B10D99D9-47AC-4EA0-A42F-F1829D3C4B43",,https://twitter.com/ramzaq01,"Yoshi
Wolf
Wario"
ForCE | SENDNUDE,,,"homeonline:A3A5B14C-D936-47CC-B02A-54C51E7BB10D
sucepr:31C848AA-CEA9-4E50-91BB-49BA1C2FF39E
prbth:E69E8D15-9DBD-40F9-9C7C-F7CB028A8EDA",,https://twitter.com/tchutchudog,"Roy
Terry"
ForCE.WasF | Mister Leo,,CE,"sucepr:1A9B3DD7-354B-4162-BAC4-3E7138AE0E42
prbth:B9A3C92F-5C7C-4C6D-B421-8C7E49017D7A",Leonardo Karbage,https://twitter.com/Mister_Leo_95,"Luigi
Mr Game And Watch
Donkey Kong"
Foux,,,"teamdashsp:71A1515F-FABE-40D2-A095-F36207751DC9
prbth:63E793D6-47DC-43AC-BD7E-7EFA84F1FB43",,,
FR7,TwS,RJ,"homeonline:D72AED80-ACA2-4D58-B7BE-4193099B2A61
smashrj:62C5828A-ED53-439F-82ED-ECBDEF6A8A89
prbth:35F158F8-D02A-4075-B997-95777A8E81E0",Flavio Ribeiro,https://twitter.com/fr7_gamer,"Sonic
Dark Samus
Mewtwo"
FRANCIS,,,tryhardlondrina:970495E0-0851-49AC-B964-25F7B689537F,,,
FranLisboa,,,homeonline:F20B4493-40BB-46E5-ABD5-5809E1E9B011,,,
freddy | Maleson,,,homeonline:7BFEF890-EC85-4AAE-90E6-4AEC54DC08E8,,,
frodO,ProRD,PR,"homeonline:9E9A50B0-25B3-482D-B017-42C3F478A16C
tryhardcwb:755B942F-52DD-43FD-AAE4-6F89CE6B083A
prbth:A9C233A1-7E21-462B-87AF-D7F05F4DB782",Andrey Brouwenstyn,https://twitter.com/andreyfrodo,Pokemon Trainer
FSN | Dark Xedar,,,"homeonline:71CD1431-5E4C-453E-A674-CE347754C188
pernambuco:D4F1946B-CBD2-4AC0-B07F-73AA53D4C107",,,"Lucina
Sheik"
FT | Tonix Nes,,,homeonline:73832388-28E7-4F77-A071-58647C862820,,,
FT Deku,,,teamdashsp:7421DE32-6BE5-4025-A305-5124EC13D23B,,,
FT DH Hunter,DASH,SP,teamdashsp:8E49BFB1-CA74-43E0-B96C-D4FFA398AE69,,,Rob
FT DH Hunter,,SP,"homeonline:00B2EFF2-1AD8-4E77-988C-1C6F138F6CBB
prbth:1727DAED-ED55-48FE-8727-1439059A4B01",,https://twitter.com/d8deaga,Rob
FT Obelisk,,SP,"homeonline:52EDABD3-C5F4-407B-AD0F-EC6A6D6D56A0
teamdashsp:32BD0418-E0F1-4B91-A342-C88C06C6F924
prbth:BCA47C2E-DEA9-416B-980A-60A2A794A11E",,,Banjo-Kazooie
FT Tomato Red,,SP,"homeonline:E97E59A6-953E-4106-BCC1-14B4103347E3
teamdashsp:50422380-39EE-4186-B57E-453A67596EB0
prbth:0DD829EF-962F-4507-A078-3FCD8F288466",,https://twitter.com/Worst_Yoshi_BR,Yoshi
FT* | IGU,,,homeonline:9104F379-F526-4F42-9159-E85B29EAF194,,,
FullMoon,,,homeonline:309E12CD-409B-488B-B777-97509CC9AFFF,,,
Fumis,,,,,https://twitter.com/Fumis_nao_poke,
Furry | SrRiolu,,,homeonline:98C843E0-1140-4EDE-952E-947B04E32365,,,
Furtado,,,homeonline:ED10A8F5-2184-4401-886E-6F34543C751C,,,
Ga1,,,"homeonline:0F2CF57B-9380-4796-B48E-8B5AB5B91867
pernambuco:87CAC9DA-805C-4B16-B416-9E75AAE01FC2",,,
Gabe,,,"homeonline:2F53DC76-376C-44EF-91B7-1887D0ED6EF8
prbth:9F499D1A-FC7F-4012-9EE6-6107CA1DDAE1",,,
GABI,,,tryhardlondrina:A3C3EAB2-A63D-4A6F-840A-48F352FD81CE,,,Zero Suit Samus
GABIS :),,,"homeonline:527B8523-68C3-4066-880B-F67736FEB78D
smashrs2020:37140A90-DB88-4E35-97A4-123C2C99C2AD",,,Bowser Jr
Gabix,,,homeonline:99EB5EB8-F0BA-4EFD-9CF2-618E484C9CA7,,,
Gabriel,,,"pernambuco:5E90F3EC-2F5D-4554-89AA-F2FD19CB60CE
tryhardlondrina:5D0CDA2B-49E7-44DE-822B-A872A1049817
prbth:A1881968-5AEF-4BE0-9F3A-F398D5DB3D8E",,,Mario
Gabriel Menoli,,,"tryhardlondrina:23685F77-645C-40F7-888E-F5B6B52BC5D3
prbth:570C2086-FE31-4DEA-B230-626DDDE57807",,,
Gabriel Sampaio,,,ssbudf:DCFF3842-E72B-4340-9787-95CFBAA36222,,,
GabrielHT,,,homeonline:70348746-A74B-4A8C-88BF-697137B7A5AA,,,
Gadzura,,,sucepr:A6394042-0739-481B-AA0A-7F14CD1ABB7B,,,
Gangue do DST | Lucasria04,,,homeonline:D5D2970C-C73B-4532-8EAD-3930ABFABBBA,,,
